TIC_ID,n_sectors,sector_list
335941730,7,"[np.int64(11), np.int64(12), np.int64(38), np.int64(65), np.int64(99), np.int64(100), np.int64(101)]"
309537028,8,"[np.int64(11), np.int64(37), np.int64(38), np.int64(64), np.int64(65), np.int64(99), np.int64(100), np.int64(101)]"
349065534,6,"[np.int64(10), np.int64(36), np.int64(46), np.int64(63), np.int64(90), np.int64(91)]"
135165545,5,"[np.int64(10), np.int64(37), np.int64(64), np.int64(100), np.int64(101)]"
83391616,4,"[np.int64(11), np.int64(38), np.int64(64), np.int64(91)]"
242530449,3,"[np.int64(11), np.int64(38), np.int64(65)]"
329698341,5,"[np.int64(11), np.int64(38), np.int64(65), np.int64(99), np.int64(101)]"
404340264,7,"[np.int64(11), np.int64(37), np.int64(38), np.int64(64), np.int64(99), np.int64(100), np.int64(101)]"
428714820,4,"[np.int64(10), np.int64(37), np.int64(64), np.int64(91)]"
415843217,3,"[np.int64(10), np.int64(37), np.int64(64)]"
406507334,6,"[np.int64(38), np.int64(64), np.int64(65), np.int64(99), np.int64(100), np.int64(101)]"
147755337,1,[np.int64(91)]
6029735,2,"[np.int64(51), np.int64(91)]"
161162087,7,"[np.int64(10), np.int64(11), np.int64(37), np.int64(64), np.int64(99), np.int64(100), np.int64(101)]"
357366411,7,"[np.int64(11), np.int64(12), np.int64(38), np.int64(39), np.int64(65), np.int64(66), np.int64(93)]"
135225662,1,[np.int64(10)]
450507176,7,"[np.int64(11), np.int64(37), np.int64(38), np.int64(64), np.int64(99), np.int64(100), np.int64(101)]"
83549142,2,"[np.int64(11), np.int64(38)]"
20547360,3,"[np.int64(10), np.int64(37), np.int64(64)]"
115010633,4,"[np.int64(23), np.int64(46), np.int64(50), np.int64(91)]"
181862539,6,"[np.int64(10), np.int64(37), np.int64(46), np.int64(63), np.int64(90), np.int64(91)]"
144506852,4,"[np.int64(10), np.int64(37), np.int64(64), np.int64(101)]"
6029884,2,"[np.int64(51), np.int64(91)]"
339496156,3,"[np.int64(11), np.int64(38), np.int64(64)]"
46040297,1,[np.int64(91)]
286507416,8,"[np.int64(11), np.int64(37), np.int64(38), np.int64(64), np.int64(65), np.int64(99), np.int64(100), np.int64(101)]"
98670899,6,"[np.int64(10), np.int64(36), np.int64(46), np.int64(63), np.int64(90), np.int64(91)]"
1652548,5,"[np.int64(10), np.int64(46), np.int64(63), np.int64(90), np.int64(91)]"
135041892,1,[np.int64(46)]
83335524,3,"[np.int64(11), np.int64(38), np.int64(64)]"
448890959,7,"[np.int64(11), np.int64(12), np.int64(38), np.int64(65), np.int64(99), np.int64(100), np.int64(101)]"
282326777,8,"[np.int64(12), np.int64(38), np.int64(39), np.int64(65), np.int64(66), np.int64(93), np.int64(100), np.int64(101)]"
115071316,3,"[np.int64(23), np.int64(46), np.int64(50)]"
243194645,4,"[np.int64(11), np.int64(38), np.int64(64), np.int64(101)]"
619444,1,[np.int64(91)]
32146574,4,"[np.int64(10), np.int64(37), np.int64(64), np.int64(91)]"
131431998,3,"[np.int64(11), np.int64(37), np.int64(64)]"
419575434,4,"[np.int64(11), np.int64(37), np.int64(38), np.int64(64)]"
288529330,4,"[np.int64(10), np.int64(37), np.int64(46), np.int64(91)]"
332020324,3,"[np.int64(11), np.int64(99), np.int64(101)]"
976942547,1,[np.int64(37)]
127026216,3,"[np.int64(11), np.int64(38), np.int64(65)]"
453510797,6,"[np.int64(11), np.int64(38), np.int64(64), np.int64(65), np.int64(99), np.int64(101)]"
419788368,7,"[np.int64(11), np.int64(37), np.int64(38), np.int64(64), np.int64(99), np.int64(100), np.int64(101)]"
449041310,7,"[np.int64(11), np.int64(12), np.int64(38), np.int64(39), np.int64(99), np.int64(100), np.int64(101)]"
83657117,2,"[np.int64(11), np.int64(38)]"
1628071,5,"[np.int64(10), np.int64(37), np.int64(63), np.int64(90), np.int64(101)]"
144115005,1,[np.int64(10)]
83783485,2,"[np.int64(11), np.int64(38)]"
181953504,1,[np.int64(51)]
241550661,6,"[np.int64(38), np.int64(64), np.int64(65), np.int64(99), np.int64(100), np.int64(101)]"
111834564,3,"[np.int64(11), np.int64(37), np.int64(64)]"
111835485,0,[]
166576067,3,"[np.int64(11), np.int64(38), np.int64(64)]"
319647981,5,"[np.int64(11), np.int64(38), np.int64(65), np.int64(100), np.int64(101)]"
320098711,0,[]
996707033,1,[np.int64(37)]
6011639,0,[]
175711766,1,[np.int64(46)]
953168508,1,[np.int64(46)]
325105757,5,"[np.int64(11), np.int64(38), np.int64(65), np.int64(99), np.int64(100)]"
359914730,3,"[np.int64(11), np.int64(38), np.int64(101)]"
457557304,4,"[np.int64(11), np.int64(38), np.int64(65), np.int64(101)]"
951649596,1,[np.int64(37)]
242125246,1,[np.int64(11)]
175739268,2,"[np.int64(46), np.int64(91)]"
429344309,1,[np.int64(91)]
130979616,2,"[np.int64(10), np.int64(37)]"
144395071,4,"[np.int64(10), np.int64(37), np.int64(64), np.int64(101)]"
292422455,5,"[np.int64(11), np.int64(38), np.int64(65), np.int64(99), np.int64(101)]"
185556216,1,[np.int64(38)]
128703021,3,"[np.int64(11), np.int64(38), np.int64(65)]"
186579346,3,"[np.int64(11), np.int64(38), np.int64(65)]"
466493185,1,[np.int64(91)]
185284200,2,"[np.int64(51), np.int64(91)]"
292234186,7,"[np.int64(11), np.int64(12), np.int64(38), np.int64(65), np.int64(99), np.int64(100), np.int64(101)]"
48228593,3,"[np.int64(11), np.int64(38), np.int64(65)]"
453750774,2,"[np.int64(11), np.int64(37)]"
119195930,2,"[np.int64(50), np.int64(91)]"
329299765,3,"[np.int64(11), np.int64(65), np.int64(101)]"
248127641,5,"[np.int64(10), np.int64(11), np.int64(37), np.int64(64), np.int64(101)]"
248164352,3,"[np.int64(11), np.int64(37), np.int64(64)]"
953168510,1,[np.int64(46)]
329879897,4,"[np.int64(11), np.int64(38), np.int64(65), np.int64(101)]"
7470978,3,"[np.int64(11), np.int64(38), np.int64(64)]"
179712650,2,"[np.int64(11), np.int64(38)]"
242430354,3,"[np.int64(11), np.int64(38), np.int64(65)]"
30068122,3,"[np.int64(11), np.int64(37), np.int64(64)]"
46095850,1,[np.int64(91)]
6013637,3,"[np.int64(10), np.int64(37), np.int64(64)]"
408509461,2,"[np.int64(10), np.int64(37)]"
82119509,2,"[np.int64(46), np.int64(91)]"
415840068,3,"[np.int64(10), np.int64(37), np.int64(64)]"
51735845,2,"[np.int64(46), np.int64(91)]"
144511638,3,"[np.int64(10), np.int64(37), np.int64(64)]"
162397998,7,"[np.int64(10), np.int64(11), np.int64(37), np.int64(64), np.int64(99), np.int64(100), np.int64(101)]"
392551753,0,[]
471011145,0,[]
101872152,3,"[np.int64(11), np.int64(37), np.int64(64)]"
290058172,1,[np.int64(91)]
167480388,3,"[np.int64(11), np.int64(38), np.int64(65)]"
58715528,2,"[np.int64(37), np.int64(64)]"
394947052,7,"[np.int64(38), np.int64(39), np.int64(65), np.int64(66), np.int64(93), np.int64(100), np.int64(101)]"
47751300,2,"[np.int64(11), np.int64(65)]"
309271098,2,"[np.int64(38), np.int64(91)]"
386834112,0,[]
51778421,1,[np.int64(46)]
9439380,4,"[np.int64(10), np.int64(37), np.int64(64), np.int64(101)]"
296805612,5,"[np.int64(38), np.int64(65), np.int64(99), np.int64(100), np.int64(101)]"
258906153,4,"[np.int64(11), np.int64(37), np.int64(64), np.int64(101)]"
245166595,6,"[np.int64(11), np.int64(37), np.int64(38), np.int64(64), np.int64(100), np.int64(101)]"
30199562,2,"[np.int64(11), np.int64(64)]"
127092145,3,"[np.int64(11), np.int64(38), np.int64(65)]"
175838533,2,"[np.int64(51), np.int64(91)]"
258708320,3,"[np.int64(12), np.int64(38), np.int64(39)]"
386858986,1,[np.int64(91)]
9524429,3,"[np.int64(10), np.int64(37), np.int64(37)]"
53280272,1,[np.int64(91)]
66715027,4,"[np.int64(23), np.int64(46), np.int64(50), np.int64(91)]"
998909912,1,[np.int64(37)]
457273461,6,"[np.int64(11), np.int64(38), np.int64(65), np.int64(99), np.int64(100), np.int64(101)]"
1002549141,1,[np.int64(23)]
243292888,1,[np.int64(11)]
12098707,2,"[np.int64(11), np.int64(38)]"
101969923,3,"[np.int64(11), np.int64(37), np.int64(64)]"
34920,3,"[np.int64(38), np.int64(65), np.int64(91)]"
241510738,4,"[np.int64(11), np.int64(38), np.int64(64), np.int64(65)]"
421660215,3,"[np.int64(11), np.int64(38), np.int64(65)]"
26060505,2,"[np.int64(51), np.int64(91)]"
258095326,7,"[np.int64(12), np.int64(38), np.int64(39), np.int64(65), np.int64(99), np.int64(100), np.int64(101)]"
30753143,4,"[np.int64(11), np.int64(37), np.int64(64), np.int64(101)]"
357513372,4,"[np.int64(10), np.int64(37), np.int64(64), np.int64(91)]"
101732968,3,"[np.int64(10), np.int64(37), np.int64(64)]"
102030,4,"[np.int64(11), np.int64(38), np.int64(65), np.int64(91)]"
122797,3,"[np.int64(11), np.int64(38), np.int64(65)]"
208167895,3,"[np.int64(11), np.int64(38), np.int64(65)]"
1176007927,0,[]
1121965222,0,[]
319462450,0,[]
408532923,3,"[np.int64(10), np.int64(37), np.int64(64)]"
192655640,1,[np.int64(91)]
178956981,2,"[np.int64(46), np.int64(91)]"
449722805,3,"[np.int64(11), np.int64(65), np.int64(99)]"
160890430,1,[np.int64(38)]
111875103,3,"[np.int64(11), np.int64(38), np.int64(64)]"
111947706,3,"[np.int64(11), np.int64(38), np.int64(64)]"
428698700,3,"[np.int64(10), np.int64(37), np.int64(64)]"
229255044,3,"[np.int64(10), np.int64(37), np.int64(64)]"
134911095,2,"[np.int64(46), np.int64(91)]"
448392261,7,"[np.int64(11), np.int64(12), np.int64(38), np.int64(65), np.int64(99), np.int64(100), np.int64(101)]"
405549529,1,[np.int64(11)]
314265097,4,"[np.int64(11), np.int64(65), np.int64(99), np.int64(101)]"
189792115,1,[np.int64(51)]
405501056,4,"[np.int64(11), np.int64(37), np.int64(64), np.int64(101)]"
130712175,4,"[np.int64(23), np.int64(46), np.int64(50), np.int64(91)]"
125802421,3,"[np.int64(12), np.int64(38), np.int64(65)]"
124172843,3,"[np.int64(10), np.int64(37), np.int64(101)]"
998868052,3,"[np.int64(10), np.int64(37), np.int64(101)]"
308182007,2,"[np.int64(10), np.int64(37)]"
119144978,2,"[np.int64(50), np.int64(91)]"
326467176,6,"[np.int64(11), np.int64(38), np.int64(65), np.int64(99), np.int64(100), np.int64(101)]"
58677742,2,"[np.int64(37), np.int64(64)]"
70367797,1,[np.int64(91)]
70400516,0,[]
255854921,6,"[np.int64(11), np.int64(38), np.int64(64), np.int64(65), np.int64(99), np.int64(101)]"
178920597,2,"[np.int64(46), np.int64(91)]"
338130487,7,"[np.int64(11), np.int64(12), np.int64(38), np.int64(65), np.int64(99), np.int64(100), np.int64(101)]"
30293512,4,"[np.int64(10), np.int64(37), np.int64(64), np.int64(101)]"
365714263,2,"[np.int64(38), np.int64(64)]"
125802413,4,"[np.int64(12), np.int64(38), np.int64(65), np.int64(99)]"
38838329,1,[np.int64(51)]
143127398,2,"[np.int64(38), np.int64(65)]"
262834160,1,[np.int64(12)]
180287786,1,[np.int64(51)]
308437152,1,[np.int64(91)]
124401411,4,"[np.int64(10), np.int64(37), np.int64(64), np.int64(101)]"
337919172,5,"[np.int64(11), np.int64(65), np.int64(99), np.int64(100), np.int64(101)]"
30843137,3,"[np.int64(11), np.int64(37), np.int64(64)]"
179323446,0,[]
329296696,3,"[np.int64(11), np.int64(38), np.int64(65)]"
396255306,10,"[np.int64(11), np.int64(12), np.int64(38), np.int64(39), np.int64(65), np.int64(66), np.int64(93), np.int64(99), np.int64(100), np.int64(101)]"
1049425449,0,[]
180353704,1,[np.int64(51)]
130430186,2,"[np.int64(38), np.int64(65)]"
342721199,7,"[np.int64(11), np.int64(12), np.int64(38), np.int64(65), np.int64(99), np.int64(100), np.int64(101)]"
175800228,2,"[np.int64(51), np.int64(91)]"
422432907,3,"[np.int64(10), np.int64(64), np.int64(91)]"
144028101,3,"[np.int64(12), np.int64(38), np.int64(65)]"
148415659,2,"[np.int64(38), np.int64(65)]"
54379496,2,"[np.int64(11), np.int64(38)]"
394604322,8,"[np.int64(11), np.int64(12), np.int64(38), np.int64(39), np.int64(65), np.int64(99), np.int64(100), np.int64(101)]"
449884234,4,"[np.int64(11), np.int64(65), np.int64(99), np.int64(101)]"
120471632,3,"[np.int64(11), np.int64(38), np.int64(65)]"
617994,1,[np.int64(91)]
5976862,1,[np.int64(91)]
147717557,0,[]
30701850,3,"[np.int64(11), np.int64(37), np.int64(64)]"
422478973,3,"[np.int64(10), np.int64(64), np.int64(91)]"
114960770,2,"[np.int64(46), np.int64(91)]"
425591703,1,[np.int64(38)]
179905128,3,"[np.int64(11), np.int64(38), np.int64(65)]"
203230367,2,"[np.int64(51), np.int64(91)]"
336781117,7,"[np.int64(11), np.int64(12), np.int64(38), np.int64(65), np.int64(99), np.int64(100), np.int64(101)]"
61447796,2,"[np.int64(11), np.int64(91)]"
322117381,0,[]
157414155,1,[np.int64(91)]
181946967,2,"[np.int64(51), np.int64(91)]"
346156382,1,[np.int64(91)]
111834730,3,"[np.int64(11), np.int64(37), np.int64(64)]"
241682179,4,"[np.int64(38), np.int64(65), np.int64(99), np.int64(101)]"
38904639,1,[np.int64(51)]
101937206,1,[np.int64(37)]
297143306,3,"[np.int64(10), np.int64(37), np.int64(91)]"
58596146,3,"[np.int64(10), np.int64(37), np.int64(64)]"
1057647905,1,[np.int64(91)]
132241321,3,"[np.int64(12), np.int64(38), np.int64(65)]"
149290256,1,[np.int64(38)]
1057615720,1,[np.int64(91)]
289425857,3,"[np.int64(11), np.int64(38), np.int64(65)]"
42969,3,"[np.int64(38), np.int64(65), np.int64(91)]"
1012412298,0,[]
72593986,3,"[np.int64(11), np.int64(37), np.int64(64)]"
346049355,1,[np.int64(91)]
181950783,1,[np.int64(51)]
127725774,0,[]
335303863,1,[np.int64(91)]
147743649,3,"[np.int64(38), np.int64(65), np.int64(91)]"
254425584,3,"[np.int64(12), np.int64(38), np.int64(65)]"
423678653,2,"[np.int64(12), np.int64(39)]"
357533284,2,"[np.int64(10), np.int64(37)]"
107289258,3,"[np.int64(11), np.int64(37), np.int64(64)]"
418469687,5,"[np.int64(12), np.int64(13), np.int64(39), np.int64(65), np.int64(66)]"
208789160,6,"[np.int64(11), np.int64(38), np.int64(65), np.int64(99), np.int64(100), np.int64(101)]"
335741079,0,[]
448714306,8,"[np.int64(11), np.int64(12), np.int64(38), np.int64(39), np.int64(65), np.int64(99), np.int64(100), np.int64(101)]"
30247429,0,[]
166417326,3,"[np.int64(11), np.int64(38), np.int64(64)]"
437325588,3,"[np.int64(37), np.int64(64), np.int64(91)]"
421699277,1,[np.int64(51)]
243474898,4,"[np.int64(11), np.int64(38), np.int64(64), np.int64(101)]"
30287172,2,"[np.int64(11), np.int64(37)]"
72510218,3,"[np.int64(11), np.int64(37), np.int64(64)]"
241641457,4,"[np.int64(38), np.int64(64), np.int64(65), np.int64(101)]"
437327743,3,"[np.int64(37), np.int64(64), np.int64(91)]"
392915612,2,"[np.int64(11), np.int64(38)]"
2620618,2,"[np.int64(91), np.int64(91)]"
2622122,0,[]
6041460,1,[np.int64(91)]
241641447,4,"[np.int64(11), np.int64(38), np.int64(64), np.int64(65)]"
395592112,5,"[np.int64(38), np.int64(39), np.int64(99), np.int64(100), np.int64(101)]"
2620617,2,"[np.int64(91), np.int64(91)]"
119144235,2,"[np.int64(50), np.int64(91)]"
72855589,3,"[np.int64(11), np.int64(37), np.int64(64)]"
179194782,2,"[np.int64(11), np.int64(38)]"
157940833,1,[np.int64(91)]
193403895,7,"[np.int64(11), np.int64(12), np.int64(38), np.int64(65), np.int64(99), np.int64(100), np.int64(101)]"
1179409407,2,"[np.int64(91), np.int64(91)]"
129383,3,"[np.int64(11), np.int64(38), np.int64(91)]"
19924794,1,[np.int64(91)]
324981153,6,"[np.int64(11), np.int64(38), np.int64(65), np.int64(99), np.int64(100), np.int64(101)]"
79014393,0,[]
147718994,1,[np.int64(91)]
1037542384,0,[]
6226963,1,[np.int64(91)]
383006458,6,"[np.int64(11), np.int64(12), np.int64(38), np.int64(65), np.int64(100), np.int64(101)]"
1178645814,0,[]
71859994,1,[np.int64(91)]
437430894,1,[np.int64(91)]
323579737,2,"[np.int64(11), np.int64(65)]"
421472503,8,"[np.int64(11), np.int64(12), np.int64(38), np.int64(39), np.int64(65), np.int64(99), np.int64(100), np.int64(101)]"
471011144,0,[]
70697078,1,[np.int64(91)]
70800535,1,[np.int64(91)]
6177637,4,"[np.int64(11), np.int64(37), np.int64(64), np.int64(91)]"
1055540348,0,[]
422566985,0,[]
126047031,1,[np.int64(38)]
5976776,1,[np.int64(91)]
70011661,2,"[np.int64(11), np.int64(38)]"
440927288,4,"[np.int64(11), np.int64(38), np.int64(65), np.int64(91)]"
335313202,0,[]
287237395,3,"[np.int64(12), np.int64(39), np.int64(65)]"
410696277,0,[]
147757234,2,"[np.int64(51), np.int64(91)]"
428790951,1,[np.int64(91)]
32475364,1,[np.int64(91)]
75866530,3,"[np.int64(11), np.int64(38), np.int64(65)]"
70176580,0,[]
203229647,2,"[np.int64(51), np.int64(91)]"
413356994,6,"[np.int64(11), np.int64(38), np.int64(65), np.int64(99), np.int64(100), np.int64(101)]"
454901855,6,"[np.int64(38), np.int64(39), np.int64(65), np.int64(99), np.int64(100), np.int64(101)]"
159589603,3,"[np.int64(11), np.int64(38), np.int64(65)]"
187730895,6,"[np.int64(11), np.int64(12), np.int64(38), np.int64(99), np.int64(100), np.int64(101)]"
446727999,8,"[np.int64(11), np.int64(12), np.int64(38), np.int64(39), np.int64(65), np.int64(99), np.int64(100), np.int64(101)]"
47622411,3,"[np.int64(11), np.int64(38), np.int64(65)]"
366019099,5,"[np.int64(11), np.int64(38), np.int64(65), np.int64(99), np.int64(101)]"
1179409408,1,[np.int64(91)]
295770044,4,"[np.int64(12), np.int64(39), np.int64(100), np.int64(101)]"
275931490,3,"[np.int64(12), np.int64(39), np.int64(65)]"
426452677,4,"[np.int64(12), np.int64(39), np.int64(65), np.int64(66)]"
424621975,5,"[np.int64(65), np.int64(66), np.int64(93), np.int64(100), np.int64(101)]"
187423650,1,[np.int64(51)]
379588955,2,"[np.int64(11), np.int64(38)]"
347827434,0,[]
179958960,2,"[np.int64(38), np.int64(65)]"
9919672,0,[]
361081044,0,[]
38816199,1,[np.int64(51)]
125080827,2,"[np.int64(38), np.int64(65)]"
402546736,8,"[np.int64(11), np.int64(12), np.int64(38), np.int64(39), np.int64(65), np.int64(99), np.int64(100), np.int64(101)]"
26101430,0,[]
290356320,6,"[np.int64(13), np.int64(27), np.int64(39), np.int64(65), np.int64(67), np.int64(94)]"
386888568,0,[]
158187836,0,[]
277674241,3,"[np.int64(12), np.int64(39), np.int64(65)]"
129560048,3,"[np.int64(11), np.int64(38), np.int64(65)]"
61397572,3,"[np.int64(11), np.int64(38), np.int64(91)]"
82066,4,"[np.int64(11), np.int64(38), np.int64(65), np.int64(91)]"
99433,4,"[np.int64(11), np.int64(38), np.int64(65), np.int64(91)]"
1179154541,0,[]
137872867,3,"[np.int64(12), np.int64(38), np.int64(65)]"
180332342,1,[np.int64(51)]
422688328,1,[np.int64(91)]
37018039,2,"[np.int64(51), np.int64(91)]"
192717504,0,[]
94834355,1,[np.int64(12)]
1255696188,1,[np.int64(12)]
163826277,3,"[np.int64(12), np.int64(39), np.int64(65)]"
386886963,0,[]
220308715,1,[np.int64(91)]
125080828,2,"[np.int64(38), np.int64(65)]"
79276648,1,[np.int64(51)]
144873108,3,"[np.int64(12), np.int64(38), np.int64(65)]"
73806092,1,[np.int64(91)]
188334018,1,[np.int64(51)]
250433668,3,"[np.int64(11), np.int64(38), np.int64(99)]"
421257284,5,"[np.int64(12), np.int64(13), np.int64(65), np.int64(66), np.int64(93)]"
23639066,2,"[np.int64(51), np.int64(91)]"
334137763,2,"[np.int64(38), np.int64(65)]"
334138590,1,[np.int64(38)]
75536683,3,"[np.int64(11), np.int64(38), np.int64(65)]"
157886640,1,[np.int64(51)]
192717599,1,[np.int64(51)]
186287369,1,[np.int64(91)]
32203661,2,"[np.int64(51), np.int64(91)]"
171611616,2,"[np.int64(38), np.int64(65)]"
160890392,1,[np.int64(38)]
189839944,0,[]
175801638,1,[np.int64(51)]
289074137,3,"[np.int64(11), np.int64(38), np.int64(65)]"
77618684,3,"[np.int64(12), np.int64(38), np.int64(91)]"
292074212,3,"[np.int64(12), np.int64(39), np.int64(65)]"
420895269,1,[np.int64(91)]
193510314,0,[]
49777149,0,[]
206828302,5,"[np.int64(12), np.int64(39), np.int64(65), np.int64(66), np.int64(93)]"
94939369,3,"[np.int64(12), np.int64(39), np.int64(65)]"
74094052,0,[]
79391147,4,"[np.int64(51), np.int64(51), np.int64(91), np.int64(91)]"
180284425,1,[np.int64(51)]
146077130,3,"[np.int64(12), np.int64(38), np.int64(65)]"
441003396,3,"[np.int64(11), np.int64(65), np.int64(91)]"
402180616,8,"[np.int64(38), np.int64(39), np.int64(65), np.int64(66), np.int64(93), np.int64(99), np.int64(100), np.int64(101)]"
47705373,3,"[np.int64(11), np.int64(38), np.int64(65)]"
82063,3,"[np.int64(38), np.int64(65), np.int64(91)]"
309244750,1,[np.int64(91)]
52957498,0,[]
392326236,4,"[np.int64(12), np.int64(39), np.int64(65), np.int64(91)]"
193641631,4,"[np.int64(11), np.int64(12), np.int64(38), np.int64(65)]"
1121747911,0,[]
48179413,3,"[np.int64(11), np.int64(38), np.int64(65)]"
263315158,8,"[np.int64(12), np.int64(39), np.int64(65), np.int64(66), np.int64(93), np.int64(99), np.int64(100), np.int64(101)]"
422703551,8,"[np.int64(12), np.int64(39), np.int64(65), np.int64(66), np.int64(93), np.int64(99), np.int64(100), np.int64(101)]"
136915882,3,"[np.int64(12), np.int64(38), np.int64(65)]"
140715180,2,"[np.int64(12), np.int64(38)]"
148898490,1,[np.int64(38)]
8163846,2,"[np.int64(38), np.int64(65)]"
46263737,1,[np.int64(51)]
386886976,0,[]
294560973,6,"[np.int64(11), np.int64(12), np.int64(38), np.int64(99), np.int64(100), np.int64(101)]"
160636601,3,"[np.int64(11), np.int64(38), np.int64(65)]"
38948719,0,[]
211086449,3,"[np.int64(12), np.int64(39), np.int64(91)]"
225884682,0,[]
149652741,2,"[np.int64(38), np.int64(65)]"
49432239,1,[np.int64(91)]
411382868,2,"[np.int64(12), np.int64(39)]"
290409509,6,"[np.int64(12), np.int64(13), np.int64(39), np.int64(65), np.int64(66), np.int64(93)]"
413853880,0,[]
29646757,1,[np.int64(39)]
57911824,0,[]
280923965,1,[np.int64(39)]
456061659,7,"[np.int64(12), np.int64(38), np.int64(39), np.int64(65), np.int64(99), np.int64(100), np.int64(101)]"
222012610,5,"[np.int64(12), np.int64(39), np.int64(66), np.int64(93), np.int64(100)]"
290560124,3,"[np.int64(12), np.int64(38), np.int64(65)]"
254394012,3,"[np.int64(12), np.int64(38), np.int64(65)]"
23376565,0,[]
259424304,7,"[np.int64(12), np.int64(38), np.int64(39), np.int64(65), np.int64(99), np.int64(100), np.int64(101)]"
323412898,2,"[np.int64(11), np.int64(65)]"
188269990,1,[np.int64(51)]
262457542,9,"[np.int64(12), np.int64(38), np.int64(39), np.int64(65), np.int64(66), np.int64(93), np.int64(99), np.int64(100), np.int64(101)]"
44180973,7,"[np.int64(12), np.int64(38), np.int64(39), np.int64(65), np.int64(99), np.int64(100), np.int64(101)]"
79392957,1,[np.int64(51)]
179348425,1,[np.int64(65)]
254692046,3,"[np.int64(12), np.int64(38), np.int64(65)]"
281109982,1,[np.int64(91)]
20997718,1,[np.int64(51)]
70748511,1,[np.int64(91)]
287157634,1,[np.int64(91)]
278175826,5,"[np.int64(12), np.int64(39), np.int64(65), np.int64(100), np.int64(101)]"
263789026,6,"[np.int64(39), np.int64(65), np.int64(66), np.int64(93), np.int64(99), np.int64(101)]"
437389783,1,[np.int64(91)]
208585373,4,"[np.int64(12), np.int64(39), np.int64(66), np.int64(93)]"
37887026,4,"[np.int64(12), np.int64(39), np.int64(66), np.int64(93)]"
58360410,0,[]
383068976,0,[]
157635974,0,[]
413549050,0,[]
220751808,1,[np.int64(39)]
72071788,0,[]
23951479,4,"[np.int64(12), np.int64(38), np.int64(65), np.int64(91)]"
93215387,2,"[np.int64(12), np.int64(91)]"
288168087,2,"[np.int64(12), np.int64(39)]"
318249308,2,"[np.int64(12), np.int64(65)]"
148019426,2,"[np.int64(11), np.int64(38)]"
148153804,3,"[np.int64(11), np.int64(38), np.int64(65)]"
75651377,1,[np.int64(65)]
71769047,0,[]
98865608,2,"[np.int64(38), np.int64(65)]"
414090037,1,[np.int64(12)]
1136311359,2,"[np.int64(38), np.int64(39)]"
73852746,1,[np.int64(91)]
442858230,4,"[np.int64(12), np.int64(38), np.int64(65), np.int64(91)]"
292206680,4,"[np.int64(11), np.int64(38), np.int64(65), np.int64(91)]"
37149737,1,[np.int64(51)]
335259606,0,[]
13318586,0,[]
440960978,1,[np.int64(65)]
454268353,6,"[np.int64(12), np.int64(38), np.int64(39), np.int64(65), np.int64(100), np.int64(101)]"
38732418,0,[]
406870701,7,"[np.int64(12), np.int64(39), np.int64(65), np.int64(66), np.int64(93), np.int64(100), np.int64(101)]"
70452485,0,[]
147932300,2,"[np.int64(11), np.int64(38)]"
38991680,1,[np.int64(51)]
438898280,1,[np.int64(91)]
211594676,3,"[np.int64(12), np.int64(66), np.int64(93)]"
18809756,1,[np.int64(91)]
171644414,4,"[np.int64(12), np.int64(39), np.int64(66), np.int64(93)]"
187411636,1,[np.int64(51)]
71058372,1,[np.int64(91)]
254893790,2,"[np.int64(12), np.int64(65)]"
58092025,0,[]
48668374,0,[]
48795257,1,[np.int64(91)]
374449129,3,"[np.int64(12), np.int64(39), np.int64(65)]"
21190402,0,[]
124165580,1,[np.int64(12)]
156008580,1,[np.int64(12)]
49903526,0,[]
420896293,1,[np.int64(91)]
442652828,3,"[np.int64(12), np.int64(38), np.int64(65)]"
188374410,0,[]
341029467,6,"[np.int64(12), np.int64(39), np.int64(65), np.int64(66), np.int64(100), np.int64(101)]"
32413885,2,"[np.int64(51), np.int64(91)]"
410540533,1,[np.int64(91)]
93866005,3,"[np.int64(12), np.int64(65), np.int64(91)]"
45512573,4,"[np.int64(12), np.int64(38), np.int64(65), np.int64(99)]"
136916387,3,"[np.int64(12), np.int64(38), np.int64(65)]"
294643772,0,[]
71801816,2,"[np.int64(51), np.int64(91)]"
263772098,8,"[np.int64(12), np.int64(39), np.int64(65), np.int64(66), np.int64(93), np.int64(99), np.int64(100), np.int64(101)]"
37149743,2,"[np.int64(51), np.int64(91)]"
1312885302,0,[]
142734765,0,[]
400036304,1,[np.int64(91)]
383989839,1,[np.int64(12)]
363874696,4,"[np.int64(39), np.int64(66), np.int64(93), np.int64(101)]"
173896622,2,"[np.int64(39), np.int64(66)]"
78796132,0,[]
207556694,5,"[np.int64(12), np.int64(39), np.int64(65), np.int64(66), np.int64(93)]"
1255376980,0,[]
51419011,3,"[np.int64(12), np.int64(39), np.int64(65)]"
135656809,1,[np.int64(91)]
1179639715,2,"[np.int64(51), np.int64(91)]"
426286197,7,"[np.int64(12), np.int64(39), np.int64(65), np.int64(66), np.int64(93), np.int64(100), np.int64(101)]"
161786114,3,"[np.int64(12), np.int64(39), np.int64(65)]"
49781114,0,[]
410994457,1,[np.int64(91)]
411076325,0,[]
361082817,4,"[np.int64(39), np.int64(65), np.int64(66), np.int64(93)]"
220765386,1,[np.int64(91)]
290565106,2,"[np.int64(51), np.int64(91)]"
1176798638,3,"[np.int64(38), np.int64(65), np.int64(91)]"
189458206,4,"[np.int64(12), np.int64(39), np.int64(66), np.int64(93)]"
